asset_id,category,priority,kind,slot,target_height,target_width,job_batch,label,prompt_chars
acc_necklace_turtle_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Turtle",465
acc_necklace_axolotl_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Axolotl",462
acc_necklace_capybara_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Capybara",469
acc_necklace_sloth_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Sloth",466
acc_necklace_koala_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Koala",465
acc_necklace_hamster_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Hamster",468
acc_necklace_bunny_charm_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Bunny Charm",460
acc_necklace_chick_charm_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Chick Charm",462
acc_necklace_penguin_charm_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Penguin Charm",464
acc_necklace_owl_charm_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Owl Charm",459
acc_necklace_parrot_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Parrot",464
acc_necklace_flamingo_01,acc_necklaces,1,accessory,necklace,0.16,,accessories,"Flamingo",463
acc_necklace_peacock_charm_01,acc_necklaces,1,accessory,necklace,0.16,,accessories,"Peacock Charm",461
acc_necklace_toucan_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Toucan",468
acc_necklace_kiwi_bird_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Kiwi Bird",465
acc_necklace_dino_charm_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Dino Charm",466
acc_necklace_trex_cute_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Trex Cute",465
acc_necklace_stego_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Stego",473
acc_necklace_pterodactyl_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Pterodactyl",465
acc_necklace_mammoth_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Mammoth",468
acc_necklace_yeti_cute_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Yeti Cute",463
acc_necklace_bigfoot_cute_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Bigfoot Cute",468
acc_necklace_jackalope_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Jackalope",473
acc_necklace_narwhal_01,acc_necklaces,1,accessory,necklace,0.16,,accessories,"Narwhal",467
acc_necklace_corgi_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Corgi",461
acc_necklace_shiba_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Shiba",461
acc_necklace_pug_cute_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Pug Cute",465
acc_necklace_corgi_butt_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Corgi Butt",470
acc_necklace_bread_charm_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Bread Charm",459
acc_necklace_toast_charm_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Toast Charm",467
acc_necklace_egg_charm_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Egg Charm",466
acc_necklace_bacon_charm_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Bacon Charm",467
acc_necklace_waffle_charm_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Waffle Charm",462
acc_necklace_pancake_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Pancake",469
acc_necklace_syrup_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Syrup",462
acc_necklace_butter_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Butter",465
acc_necklace_cheese_charm_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Cheese Charm",463
acc_necklace_olive_charm_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Olive Charm",461
acc_necklace_pickle_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Pickle",461
acc_necklace_hotdog_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Hotdog",462
acc_necklace_burger_charm_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Burger Charm",468
acc_necklace_taco_charm_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Taco Charm",461
acc_necklace_sushi_charm_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Sushi Charm",465
acc_necklace_ramen_charm_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Ramen Charm",466
acc_necklace_dumpling_charm_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Dumpling Charm",464
acc_necklace_bao_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Bao",462
acc_necklace_mochi_charm_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Mochi Charm",461
acc_necklace_taiaki_charm_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Taiaki Charm",466
acc_necklace_pudding_charm_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Pudding Charm",469
acc_necklace_jelly_charm_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Jelly Charm",477
acc_necklace_icecream_charm_01,acc_necklaces,1,accessory,necklace,0.16,,accessories,"Icecream Charm",469
acc_necklace_popsicle_charm_01,acc_necklaces,1,accessory,necklace,0.16,,accessories,"Popsicle Charm",463
acc_necklace_milkshake_01,acc_necklaces,1,accessory,necklace,0.16,,accessories,"Milkshake",468
acc_necklace_boba_01,acc_necklaces,1,accessory,necklace,0.16,,accessories,"Boba",475
acc_necklace_coffee_charm_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Coffee Charm",466
acc_necklace_tea_charm_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Tea Charm",461
acc_necklace_soda_charm_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Soda Charm",470
acc_necklace_water_charm_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Water Charm",461
acc_necklace_juice_charm_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Juice Charm",466
acc_necklace_smoothie_charm_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Smoothie Charm",462
acc_necklace_chocolate_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Chocolate",469
acc_necklace_gummy_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Gummy",466
acc_necklace_marshmallow_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Marshmallow",466
acc_necklace_cotton_charm_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Cotton Charm",466
acc_necklace_pretzel_charm_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Pretzel Charm",457
acc_necklace_cookie_charm_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Cookie Charm",461
acc_necklace_cupcake_charm_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Cupcake Charm",462
acc_necklace_cake_charm_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Cake Charm",465
acc_necklace_pie_charm_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Pie Charm",465
acc_necklace_donut_charm_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Donut Charm",465
acc_necklace_macaron_charm_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Macaron Charm",463
acc_necklace_brownie_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Brownie",463
acc_necklace_fudge_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Fudge",462
acc_necklace_caramel_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Caramel",462
acc_necklace_toffee_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Toffee",461
acc_necklace_taffy_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Taffy",466
acc_necklace_rockcandy_01,acc_necklaces,1,accessory,necklace,0.16,,accessories,"Rockcandy",468
acc_necklace_jawbreaker_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Jawbreaker",472
acc_necklace_gum_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Gum",469
acc_necklace_mint_charm_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Mint Charm",466
acc_necklace_peppermint_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Peppermint",471
acc_necklace_candy_cane_01,acc_necklaces,1,accessory,necklace,0.16,,accessories,"Candy Cane",466
acc_necklace_ribbon_candy_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Ribbon Candy",469
acc_necklace_chocolate_coin_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Chocolate Coin",474
acc_necklace_gold_foil_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Gold Foil",470
acc_necklace_truffle_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Truffle",468
acc_necklace_bonbon_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Bonbon",460
acc_necklace_praline_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Praline",463
acc_necklace_nougat_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Nougat",470
acc_necklace_halva_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Halva",466
acc_necklace_lokum_01,acc_necklaces,1,accessory,necklace,0.1,,accessories,"Lokum",474
acc_necklace_mochi_ice_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Mochi Ice",472
acc_necklace_dango_01,acc_necklaces,1,accessory,necklace,0.16,,accessories,"Dango",469
acc_necklace_imagawayaki_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Imagawayaki",466
acc_necklace_melonpan_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Melonpan",468
acc_necklace_castella_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Castella",469
acc_necklace_taiyaki_alt_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Taiyaki Alt",473
acc_necklace_pocky_01,acc_necklaces,1,accessory,necklace,0.16,,accessories,"Pocky",466
acc_necklace_kit_cute_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Kit Cute",476
acc_necklace_chip_bag_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Chip Bag",471
acc_necklace_pretzel_bag_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Pretzel Bag",474
acc_necklace_cookie_box_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Cookie Box",471
acc_necklace_candy_box_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Candy Box",469
acc_necklace_gift_tag_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Gift Tag",470
acc_necklace_balloon_dog_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Balloon Dog",464
acc_necklace_balloon_heart_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Balloon Heart",467
acc_necklace_balloon_star_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Balloon Star",467
acc_necklace_balloon_party_01,acc_necklaces,1,accessory,necklace,0.16,,accessories,"Balloon Party",471
acc_necklace_streamer_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Streamer",472
acc_necklace_tinsel_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Tinsel",473
acc_necklace_lights_mini_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Lights Mini",479
acc_necklace_pom_garland_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Pom Garland",468
acc_necklace_paper_chain_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Paper Chain",473
acc_necklace_bead_letter_01,acc_necklaces,1,accessory,necklace,0.14,,accessories,"Bead Letter",492
acc_necklace_charm_holder_01,acc_necklaces,1,accessory,necklace,0.18,,accessories,"Charm Holder",486
acc_necklace_multi_charm_01,acc_necklaces,1,accessory,necklace,0.18,,accessories,"Multi Charm",489
acc_necklace_layered_gold_01,acc_necklaces,1,accessory,necklace,0.16,,accessories,"Layered Gold",472
acc_necklace_layered_rainbow_01,acc_necklaces,1,accessory,necklace,0.16,,accessories,"Layered Rainbow",470
acc_necklace_choker_racer_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Racer",459
acc_necklace_choker_vibe_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Vibe",458
acc_necklace_choker_shooter_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Shooter",451
acc_necklace_choker_party_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Party",458
acc_necklace_choker_ocean_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Ocean",451
acc_necklace_choker_forest_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Forest",451
acc_necklace_choker_lava_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Lava",462
acc_necklace_choker_sky_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Sky",451
acc_necklace_choker_ice_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Ice",455
acc_necklace_choker_candy_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Candy",467
acc_necklace_choker_night_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Night",453
acc_necklace_choker_aurora_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Aurora",460
acc_necklace_choker_honey_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Honey",453
acc_necklace_choker_mint_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Mint",458
acc_necklace_choker_berry_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Berry",455
acc_necklace_choker_crystal_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Crystal",460
acc_necklace_choker_bubble_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Bubble",458
acc_necklace_choker_desert_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Desert",452
acc_necklace_choker_meadow_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Meadow",460
acc_necklace_choker_storm_01,acc_necklaces,1,accessory,necklace,0.12,,accessories,"Choker Storm",463
acc_shoes_ocean_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Ocean",512
acc_shoes_forest_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Forest",507
acc_shoes_lava_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Lava",515
acc_shoes_sky_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Sky",507
acc_shoes_ice_01,acc_shoes,1,accessory,shoes,0.16,,accessories,"Ice",504
acc_shoes_candy_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Candy",505
acc_shoes_desert_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Desert",505
acc_shoes_meadow_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Meadow",504
acc_shoes_storm_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Storm",506
acc_shoes_crystal_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Crystal",500
acc_shoes_berry_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Berry",505
acc_shoes_bubble_01,acc_shoes,1,accessory,shoes,0.16,,accessories,"Bubble",499
acc_shoes_aurora_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Aurora",504
acc_shoes_honey_01,acc_shoes,1,accessory,shoes,0.16,,accessories,"Honey",500
acc_shoes_mint_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Mint",502
acc_shoes_night_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Night",503
acc_shoes_race_pro_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Race Pro",509
acc_shoes_vibe_glow_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Vibe Glow",504
acc_shoes_shooter_star_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Shooter Star",498
acc_shoes_party_glitter_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Party Glitter",510
acc_shoes_boots_rain_teal_01,acc_shoes,1,accessory,shoes,0.16,,accessories,"Boots Rain Teal",498
acc_shoes_boots_rain_pink_01,acc_shoes,1,accessory,shoes,0.16,,accessories,"Boots Rain Pink",497
acc_shoes_boots_work_01,acc_shoes,1,accessory,shoes,0.16,,accessories,"Boots Work",503
acc_shoes_boots_cowboy_01,acc_shoes,1,accessory,shoes,0.18,,accessories,"Boots Cowboy",500
acc_shoes_boots_space_01,acc_shoes,1,accessory,shoes,0.16,,accessories,"Boots Space",499
acc_shoes_boots_knight_01,acc_shoes,1,accessory,shoes,0.16,,accessories,"Boots Knight",512
acc_shoes_slippers_bunny_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Slippers Bunny",497
acc_shoes_slippers_bear_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Slippers Bear",497
acc_shoes_slippers_frog_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Slippers Frog",496
acc_shoes_slippers_duck_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Slippers Duck",498
acc_shoes_slippers_cat_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Slippers Cat",496
acc_shoes_slippers_dino_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Slippers Dino",496
acc_shoes_slippers_unicorn_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Slippers Unicorn",499
acc_shoes_slippers_monster_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Slippers Monster",501
acc_shoes_sandals_beach_01,acc_shoes,1,accessory,shoes,0.1,,accessories,"Sandals Beach",497
acc_shoes_sandals_sport_01,acc_shoes,1,accessory,shoes,0.1,,accessories,"Sandals Sport",496
acc_shoes_sandals_fancy_01,acc_shoes,1,accessory,shoes,0.1,,accessories,"Sandals Fancy",502
acc_shoes_heels_cute_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Heels Cute",524
acc_shoes_platforms_01,acc_shoes,1,accessory,shoes,0.16,,accessories,"Platforms",506
acc_shoes_rollers_01,acc_shoes,1,accessory,shoes,0.16,,accessories,"Rollers",514
acc_shoes_inline_01,acc_shoes,1,accessory,shoes,0.16,,accessories,"Inline",502
acc_shoes_ice_skates_01,acc_shoes,1,accessory,shoes,0.16,,accessories,"Ice Skates",521
acc_shoes_ski_boots_01,acc_shoes,1,accessory,shoes,0.16,,accessories,"Ski Boots",499
acc_shoes_hike_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Hike",501
acc_shoes_trail_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Trail",500
acc_shoes_cleats_soft_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Cleats Soft",518
acc_shoes_high_tops_01,acc_shoes,1,accessory,shoes,0.16,,accessories,"High Tops",501
acc_shoes_low_tops_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Low Tops",500
acc_shoes_moccasin_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Moccasin",498
acc_shoes_loafer_gold_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Loafer Gold",501
acc_shoes_loafer_teal_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Loafer Teal",495
acc_shoes_maryjane_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Maryjane",504
acc_shoes_ballet_01,acc_shoes,1,accessory,shoes,0.1,,accessories,"Ballet",503
acc_shoes_tap_cute_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Tap Cute",508
acc_shoes_clog_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Clog",501
acc_shoes_crocs_cute_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Crocs Cute",515
acc_shoes_flipper_toy_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Flipper Toy",502
acc_shoes_snow_boots_01,acc_shoes,1,accessory,shoes,0.16,,accessories,"Snow Boots",499
acc_shoes_moon_boots_01,acc_shoes,1,accessory,shoes,0.18,,accessories,"Moon Boots",505
acc_shoes_rocket_boots_01,acc_shoes,1,accessory,shoes,0.18,,accessories,"Rocket Boots",528
acc_shoes_wing_shoes_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Wing Shoes",503
acc_shoes_spring_shoes_01,acc_shoes,1,accessory,shoes,0.16,,accessories,"Spring Shoes",516
acc_shoes_magnet_shoes_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Magnet Shoes",512
acc_shoes_glow_soles_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Glow Soles",512
acc_shoes_led_toy_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Led Toy",518
acc_shoes_checkered_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Checkered",506
acc_shoes_stripe_triple_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Stripe Triple",506
acc_shoes_star_print_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Star Print",502
acc_shoes_heart_print_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Heart Print",506
acc_shoes_dot_print_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Dot Print",502
acc_shoes_camo_candy_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Camo Candy",508
acc_shoes_tie_dye_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Tie Dye",501
acc_shoes_hologram_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Hologram",524
acc_shoes_velvet_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Velvet",509
acc_shoes_denim_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Denim",508
acc_shoes_plaid_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Plaid",504
acc_shoes_fur_soft_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Fur Soft",519
acc_shoes_knit_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Knit",495
acc_shoes_sock_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Sock Shoes",504
acc_shoes_bare_wrap_01,acc_shoes,1,accessory,shoes,0.1,,accessories,"Bare Wrap",499
acc_shoes_tabi_cute_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Tabi Cute",500
acc_shoes_geta_cute_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Geta Cute",510
acc_shoes_zori_01,acc_shoes,1,accessory,shoes,0.1,,accessories,"Zori",500
acc_shoes_espadrille_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Espadrille",499
acc_shoes_boat_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Boat",498
acc_shoes_deck_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Deck",498
acc_shoes_wrestling_cute_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Wrestling Cute",506
acc_shoes_boxing_cute_01,acc_shoes,1,accessory,shoes,0.16,,accessories,"Boxing Cute",505
acc_shoes_cheer_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Cheer",502
acc_shoes_marching_01,acc_shoes,1,accessory,shoes,0.16,,accessories,"Marching",513
acc_shoes_parade_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Parade",500
acc_shoes_clown_cute_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Clown Cute",518
acc_shoes_bigfoot_01,acc_shoes,1,accessory,shoes,0.14,,accessories,"Bigfoot",513
acc_shoes_chicken_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Chicken",512
acc_shoes_banana_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Banana Shoes",500
acc_shoes_toast_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Toast Shoes",497
acc_shoes_egg_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Egg Shoes",497
acc_shoes_avocado_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Avocado Shoes",499
acc_shoes_sushi_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Sushi Shoes",497
acc_shoes_donut_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Donut Shoes",498
acc_shoes_cookie_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Cookie Shoes",499
acc_shoes_cake_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Cake Shoes",496
acc_shoes_pizza_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Pizza Shoes",498
acc_shoes_burger_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Burger Shoes",499
acc_shoes_taco_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Taco Shoes",498
acc_shoes_waffle_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Waffle Shoes",493
acc_shoes_lolli_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Lolli Shoes",500
acc_shoes_gummy_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Gummy Shoes",497
acc_shoes_marsh_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Marsh Shoes",503
acc_shoes_popcorn_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Popcorn Shoes",501
acc_shoes_icecream_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Icecream Shoes",501
acc_shoes_cupcake_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Cupcake Shoes",499
acc_shoes_boba_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Boba Shoes",501
acc_shoes_coffee_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Coffee Shoes",503
acc_shoes_tea_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Tea Shoes",498
acc_shoes_soda_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Soda Shoes",507
acc_shoes_juice_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Juice Shoes",503
acc_shoes_milk_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Milk Shoes",502
acc_shoes_honey_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Honey Shoes",502
acc_shoes_jam_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Jam Shoes",502
acc_shoes_pickle_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Pickle Shoes",498
acc_shoes_olive_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Olive Shoes",498
acc_shoes_cheese_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Cheese Shoes",494
acc_shoes_bread_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Bread Shoes",502
acc_shoes_bagel_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Bagel",497
acc_shoes_pretzel_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Pretzel Shoes",494
acc_shoes_croissant_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Croissant Shoes",496
acc_shoes_baguette_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Baguette Shoes",500
acc_shoes_mochi_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Mochi Shoes",498
acc_shoes_dango_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Dango Shoes",493
acc_shoes_onigiri_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Onigiri Shoes",503
acc_shoes_ramen_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Ramen Shoes",503
acc_shoes_dumpling_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Dumpling Shoes",501
acc_shoes_bao_shoes_01,acc_shoes,1,accessory,shoes,0.12,,accessories,"Bao Shoes",495
